context_length,best_val_mae,best_val_prey_mae,best_val_predator_mae,flops_used,steps_trained,flops_used_scientific
512,0.5605249999999999,0.6393999999999999,0.48165000000000013,5941058052096000.0,2,5.94e+15
768,0.5981500000000001,0.6682499999999999,0.52805,9124036964352000.0,2,9.12e+15
128,0.619775,0.6453,0.5830000000000001,1432152041472000.0,2,1.43e+15
